0 0
1 0.025259
2 0.13657
3 0.30062
4 0.38784
5 0.34313
6 0.19797
7 0.017298
8 -0.14123
9 -0.24311
10 -0.27741
11 -0.25118
12 -0.18235
13 -0.093293
14 -0.005585
15 0.06405
16 0.10678
17 0.12278
18 0.12119
19 0.1182
20 0.13398
21 0.18816
22 0.29488
23 0.45803
24 0.66833
25 0.90352
26 1.1323
27 1.3215
28 1.4429
29 1.479
30 1.4253
31 1.2893
32 1.0884
33 0.84627
34 0.58936
35 0.34404
36 0.13339
37 -0.024896
38 -0.12043
39 -0.15136
40 -0.12476
41 -0.0564
42 0.030851
43 0.10975
44 0.15313
45 0.14
46 0.062746
47 -0.063324
48 -0.19505
49 -0.24995
