0 0.00027954
1 -0.11681
2 -0.25803
3 -0.3014
4 -0.28899
5 -0.25145
6 -0.20786
7 -0.16773
8 -0.13443
9 -0.10799
10 -0.086787
11 -0.068566
12 -0.050986
13 -0.032019
14 -0.010172
15 0.015394
16 0.044908
17 0.078086
18 0.11424
19 0.15232
20 0.19086
21 0.22794
22 0.26119
23 0.28802
24 0.30606
25 0.31373
26 0.31076
27 0.29825
28 0.27838
29 0.25373
30 0.22682
31 0.19966
32 0.17369
33 0.1498
34 0.12851
35 0.11
36 0.094261
37 0.081123
38 0.07023
39 0.061051
40 0.052872
41 0.044825
42 0.035971
43 0.025464
44 0.012733
45 -0.0022632
46 -0.018702
47 -0.034394
48 -0.044905
49 -0.042207
