0 0.0054706
1 0.065388
2 0.285
3 0.663
4 1.1598
5 1.6869
6 2.1568
7 2.5082
8 2.712
9 2.7674
10 2.6912
11 2.5094
12 2.2502
13 1.9398
14 1.6005
15 1.2503
16 0.90284
17 0.56764
18 0.25132
19 -0.042223
20 -0.31099
21 -0.55437
22 -0.77273
23 -0.96675
24 -1.1374
25 -1.2855
26 -1.4121
27 -1.517
28 -1.6005
29 -1.6619
30 -1.7006
31 -1.7149
32 -1.7037
33 -1.6657
34 -1.5991
35 -1.5037
36 -1.3786
37 -1.225
38 -1.0445
39 -0.84037
40 -0.61718
41 -0.38056
42 -0.13764
43 0.10426
44 0.33732
45 0.55417
46 0.74845
47 0.91477
48 1.0496
49 1.1508
50 1.2179
51 1.2522
52 1.256
53 1.2328
54 1.187
55 1.1236
56 1.0477
57 0.96459
58 0.87949
59 0.79703
60 0.72128
61 0.65544
62 0.60193
63 0.5618
64 0.53532
65 0.52131
66 0.51791
67 0.5222
68 0.531
69 0.54061
70 0.54763
71 0.54905
72 0.54252
73 0.52674
74 0.50131
75 0.46708
76 0.42554
77 0.37935
78 0.33118
79 0.28403
80 0.24044
81 0.20234
82 0.17061
83 0.14499
84 0.12395
85 0.10538
86 0.086118
87 0.063847
88 0.036582
89 0.0039017
90 -0.032012
91 -0.067667
92 -0.097578
93 -0.11617
94 -0.11965
95 -0.10756
96 -0.083976
97 -0.055491
98 -0.021514
99 0.047292
