    29.9998      30.003     30.0237     30.0747     30.1649     30.2998     30.4821     30.7125     30.9901     31.3129     31.6778     32.0815     32.5201     32.9895      33.486     34.0055     34.5445     35.0994     35.6673     36.2452     36.8306     37.4212     38.0151     38.6103     39.2054     39.7988     40.3895      40.976     41.5574     42.1325     42.7002     43.2595     43.8091     44.3479     44.8745     45.3876     45.8858     46.3674     46.8309     47.2745     47.6965     48.0951     48.4683     48.8144     49.1314     49.4173     49.6705      49.889     50.0711     50.2153       50.32     50.3838     50.4054     50.3838     50.3179     50.2071     50.0506     49.8482     49.5995     49.3045     48.9633     48.5762     48.1437     47.6662     47.1447     46.5798     45.9726     45.3241     44.6354     43.9078     43.1424     42.3405     41.5034     40.6323     39.7285     38.7933     37.8279     36.8334      35.811     34.7619     33.6872     32.5879     31.4651     30.3199     29.1534     27.9667     26.7609     25.5374     24.2972     23.0419     21.7727     20.4912     19.1988     17.8971     16.5877     15.2718     13.9507     12.6254     11.2964     9.96366
    29.9999     30.0027     30.0218     30.0712     30.1624     30.3043     30.5039     30.7655     31.0916     31.4828     31.9378     32.4542     33.0281     33.6547     34.3284     35.0432     35.7923     36.5692     37.3669     38.1789     38.9987     39.8203      40.638     41.4467     42.2419     43.0196     43.7764     44.5097     45.2172     45.8974     46.5492      47.172     47.7657     48.3303     48.8664     49.3746     49.8557     50.3106       50.74     51.1448     51.5255     51.8828     52.2166      52.527     52.8135     53.0755     53.3117     53.5208      53.701     53.8502     53.9658     54.0452     54.0855     54.0835     54.0361       53.94     53.7919     53.5887     53.3275     53.0053       52.62     52.1694      51.652     51.0668     50.4134     49.6919     48.9031     48.0487     47.1308     46.1524      45.117      44.029     42.8932     41.7148     40.4997      39.254     37.9839      36.696     35.3965     34.0915     32.7869     31.4879     30.1991     28.9242     27.6659     26.4261     25.2051     24.0025     22.8163     21.6435     20.4801     19.3213     18.1618     16.9963       15.82     14.6294     13.4229     12.2025     10.9745      9.7513
    29.9997     30.0034     30.0276     30.0894     30.2022     30.3761      30.618      30.932     31.3197     31.7807     32.3124     32.9109      33.571     34.2864     35.0502      35.855      36.693     37.5566     38.4382     39.3303     40.2259     41.1187     42.0026     42.8725     43.7237     44.5522      45.355     46.1293     46.8732     47.5855     48.2652     48.9123     49.5266     50.1086     50.6591     51.1788     51.6687     52.1298      52.563     52.9692     53.3488     53.7024     54.0299     54.3312     54.6058     54.8525     55.0702      55.257     55.4111       55.53      55.611     55.6512     55.6474     55.5965     55.4949     55.3394     55.1267     54.8536     54.5173      54.115     53.6447     53.1045     52.4932     51.8103     51.0557     50.2302     49.3351     48.3728      47.346     46.2586     45.1149     43.9201     42.6796     41.3999     40.0875     38.7495      37.393     36.0254     34.6538     33.2851     31.9258      30.582     29.2588     27.9606     26.6905     25.4507     24.2421     23.0642     21.9152     20.7921     19.6907     18.6061     17.5325      16.464     15.3953     14.3219     13.2415     12.1549      11.067     9.98898
         30     30.0043     30.0325     30.1043     30.2347     30.4348     30.7122     31.0709     31.5123     32.0351      32.636       33.31     34.0507     34.8506     35.7015     36.5946     37.5211     38.4721     39.4388     40.4129     41.3866     42.3526     43.3045     44.2363     45.1433     46.0211     46.8664     47.6767     48.4499     49.1851     49.8814      50.539     51.1583     51.7399     52.2851     52.7949     53.2708     53.7142     54.1263     54.5083     54.8611     55.1854     55.4815     55.7493     55.9885     56.1982     56.3772     56.5237     56.6358     56.7111     56.7466     56.7396     56.6866     56.5844     56.4296     56.2185      55.948     55.6149     55.2161     54.7493     54.2123     53.6034     52.9218     52.1671     51.3396     50.4405     49.4718     48.4361      47.337     46.1789     44.9667     43.7064     42.4042     41.0672     39.7027     38.3183     36.9218      35.521     34.1236     32.7368     31.3673      30.021     28.7031     27.4175     26.1671     24.9532     23.7759     22.6337     21.5237     20.4416      19.382     18.3386     17.3045     16.2727     15.2372     14.1933      13.139     12.0762     11.0122     9.96167
    30.0001     30.0061     30.0453     30.1428      30.316     30.5761     30.9287     31.3752     31.9131     32.5374     33.2408     34.0143      34.848     35.7315      36.654      37.605     38.5742      39.552     40.5295     41.4987     42.4525     43.3849     44.2909     45.1663     46.0081     46.8142     47.5831     48.3144     49.0081     49.6649     50.2859     50.8726     51.4266     51.9498     52.4441     52.9112     53.3529     53.7706     54.1653      54.538     54.8889     55.2181      55.525     55.8085     56.0673     56.2994     56.5024     56.6736     56.8098     56.9076     56.9633     56.9731      56.933     56.8391     56.6874     56.4743     56.1962       55.85     55.4328     54.9426     54.3774     53.7363     53.0189     52.2254      51.357     50.4155     49.4037      48.325     47.1838     45.9849     44.7341     43.4376     42.1024     40.7356     39.3449     37.9379     36.5226     35.1066     33.6975     32.3021      30.927     29.5779     28.2596     26.9759     25.7293     24.5213     23.3519     22.2198     21.1224     20.0558     19.0151     17.9946     16.9879     15.9888     14.9912     13.9905     12.9838     11.9715      10.958      9.9533
    30.0002     30.0069       30.05     30.1559      30.342     30.6181     30.9878     31.4502     32.0004     32.6312     33.3332     34.0958      34.908     35.7586     36.6365     37.5313     38.4333     39.3339     40.2254     41.1014     41.9564     42.7863     43.5879     44.3591     45.0986     45.8062      46.482     47.1271     47.7428     48.3309     48.8932      49.432     49.9491     50.4466     50.9263     51.3894     51.8374     52.2708       52.69     53.0947     53.4843     53.8576     54.2128      54.548     54.8603     55.1469     55.4042     55.6286     55.8161     55.9627     56.0639     56.1157     56.1137     56.0539     55.9323     55.7455       55.49     55.1632     54.7627     54.2867     53.7342     53.1045      52.398     51.6155     50.7587     49.8299     48.8321     47.7692     46.6455     45.4662     44.2367     42.9633     41.6523     40.3107     38.9454     37.5635     36.1723     34.7787     33.3895     32.0111     30.6495       29.31     27.9971     26.7146     25.4655     24.2517      23.074     21.9323     20.8254     19.7512     18.7065     17.6877     16.6901      15.709     14.7397     13.7775     12.8189     11.8613     10.9045      9.9506
    30.0001     30.0065     30.0478     30.1483     30.3233     30.5809     30.9231     31.3475     31.8485     32.4181     33.0468     33.7243     34.4403     35.1842     35.9464      36.718     37.4909     38.2581     39.0141     39.7541     40.4748     41.1737     41.8494     42.5015     43.1301     43.7362     44.3212     44.8867     45.4349     45.9679     46.4877     46.9964     47.4959     47.9876     48.4727      48.952     49.4257     49.8936     50.3548     50.8083      51.252     51.6838     52.1007     52.4997     52.8771     53.2289      53.551     53.8388     54.0879     54.2936     54.4514     54.5567     54.6053     54.5931     54.5164     54.3717     54.1562     53.8674     53.5036     53.0633      52.546     51.9517      51.281     50.5353     49.7165     48.8273      47.871     46.8515      45.773     44.6407     43.4598      42.236     40.9754     39.6842     38.3689     37.0358     35.6913     34.3419     32.9935     31.6518     30.3223     29.0098     27.7187     26.4528      25.215     24.0077     22.8326     21.6904     20.5812     19.5044     18.4585     17.4414     16.4504     15.4824     14.5338     13.6007     12.6793     11.7659     10.8568     9.94943
    29.9999     30.0058      30.043     30.1331     30.2891     30.5171     30.8178     31.1881     31.6221     32.1119     32.6485     33.2225     33.8245     34.4455     35.0774     35.7127     36.3452     36.9698     37.5826     38.1807     38.7623     39.3266     39.8737     40.4045     40.9202     41.4229     41.9148     42.3981     42.8755     43.3494     43.8219     44.2951     44.7706     45.2496     45.7327     46.2201     46.7114     47.2057     47.7012     48.1959     48.6871     49.1715     49.6455     50.1049     50.5454     50.9621       51.35     51.7042     52.0194     52.2905     52.5124     52.6804     52.7899     52.8366     52.8166     52.7265     52.5635     52.3252       52.01     51.6166     51.1449     50.5948     49.9675     49.2644     48.4878     47.6406     46.7262     45.7486     44.7124     43.6226     42.4845     41.3038     40.0863     38.8383     37.5659     36.2753     34.9727      33.664      32.355     31.0512     29.7577     28.4791     27.2198     25.9832     24.7725     23.5902     22.4381     21.3174     20.2286     19.1717     18.1459       17.15     16.1819     15.2394     14.3196     13.4191     12.5343     11.6612     10.7954     9.93235
         30     30.0051     30.0372     30.1148     30.2486     30.4433     30.6989     31.0119     31.3766     31.7857     32.2311     32.7045     33.1976     33.7029     34.2135     34.7236     35.2284      35.724      36.208     36.6788     37.1357     37.5792     38.0102     38.4306     38.8424     39.2482     39.6509     40.0533     40.4581      40.868     41.2855     41.7125     42.1506     42.6008     43.0637     43.5391     44.0263     44.5238     45.0298     45.5415     46.0558     46.5691     47.0769     47.5747     48.0576     48.5202     48.9571     49.3625      49.731     50.0569     50.3346      50.559     50.7252     50.8284     50.8645     50.8299     50.7215     50.5367     50.2738     49.9314     49.5092     49.0074     48.4268     47.7692     47.0369     46.2328     45.3605     44.4243     43.4287     42.3791      41.281     40.1402     38.9628     37.7552     36.5238     35.2748     34.0145     32.7491     31.4843     30.2256     28.9782     27.7466     26.5348     25.3465     24.1843     23.0506     21.9468     20.8739      19.832     18.8206     17.8387     16.8848     15.9566     15.0517     14.1671     13.2998     12.4465      11.604      10.769     9.93848
    30.0001     30.0044     30.0315     30.0967     30.2087     30.3709      30.583     30.8415     31.1412     31.4755     31.8375     32.2199     32.6158     33.0188     33.4233     33.8248     34.2196      34.605     34.9795     35.3424     35.6939     36.0352     36.3678     36.6941     37.0166     37.3384     37.6624     37.9918     38.3295     38.6785     39.0409     39.4191     39.8144     40.2279     40.6602     41.1108      41.579     42.0634     42.5616      43.071     43.5882     44.1092     44.6295     45.1444     45.6486     46.1364     46.6022     47.0399     47.4438     47.8078     48.1262     48.3933     48.6039     48.7531     48.8363     48.8496     48.7896     48.6535     48.4391     48.1451     47.7706     47.3159     46.7817     46.1694     45.4814     44.7207     43.8907     42.9959      42.041     41.0312     39.9725     38.8708     37.7325     36.5642     35.3724      34.164     32.9453     31.7227     30.5022     29.2896       28.09     26.9081     25.7479     24.6128     23.5054     22.4277     21.3809     20.3652     19.3803     18.4251     17.4979     16.5962     15.7174     14.8584     14.0157     13.1861     12.3665     11.5543     10.7476     9.94549
