    130 129.997 129.981  129.94 129.865 129.751 129.594  129.39 129.139  128.84 128.492 128.098 127.658 127.173 126.646 126.077  125.47 124.825 124.144  123.43 122.684 121.907   121.1 120.266 119.405 118.519 117.608 116.675 115.719 114.742 113.744 112.728 111.693 110.641 109.572 108.488 107.389 106.277 105.152 104.015 102.868 101.711 100.545 99.3718 98.1917 97.0056 95.8148 94.6199  93.422 92.2218 91.0202 89.8179 88.6157 87.4143 86.2143 85.0164  83.821 82.6289 81.4404 80.2561 79.0765 77.9019 76.7328 75.5696 74.4128 73.2626 72.1196 70.9841 69.8566 68.7375 67.6272 66.5262 65.4349 64.3538 63.2832 62.2237 61.1755 60.1392 59.1149 58.1029 57.1035 56.1166 55.1422 54.1802 53.2303  52.292 51.3648 50.4478 49.5402 48.6408 47.7485 46.8619 45.9797 45.1005  44.223 43.3459 42.4684   41.59 40.7109 39.8318
    130 129.999 129.999 129.996  129.99 129.978 129.957 129.926 129.881  129.82  129.74 129.639 129.515 129.365 129.187  128.98 128.741 128.468 128.162 127.819 127.438  127.02 126.561 126.063 125.522  124.94 124.315 123.647 122.935  122.18 121.381 120.537  119.65  118.72 117.746 116.731 115.675 114.579 113.444 112.272 111.064 109.823 108.551  107.25 105.922  104.57 103.198 101.807 100.402 98.9844 97.5582 96.1264 94.6923 93.2589 91.8294 90.4067 88.9935 87.5925 86.2062 84.8366 83.4857 82.1551 80.8461 79.5597 78.2963 77.0564 75.8397 74.6458 73.4738 72.3225 71.1905  70.076 68.9769 67.8909 66.8156 65.7485 64.6869 63.6282 62.5698 61.5093 60.4445 59.3734 58.2943 57.2058 56.1071 54.9977 53.8777 52.7475  51.608 50.4604 49.3064 48.1476 46.9857 45.8223 44.6581 43.4933 42.3267  41.155 39.9728 38.7714
    130 130.001 130.008 130.025 130.053 130.091 130.137 130.188  130.24 130.289 130.329 130.357 130.368 130.357  130.32 130.253 130.152 130.014 129.835 129.614 129.348 129.035 128.674 128.262 127.801 127.288 126.724 126.109 125.442 124.725 123.958 123.141 122.277 121.366 120.409 119.409 118.366 117.283 116.162 115.005 113.814 112.592  111.34 110.062  108.76 107.436 106.094 104.735 103.364 101.982 100.592  99.197 97.7992 96.4014 95.0056 93.6143 92.2294 90.8528 89.4862  88.131 86.7884 85.4593 84.1444 82.8442 81.5587 80.2879 79.0312 77.7879 76.5572 75.3379 74.1285 72.9276 71.7334 70.5441  69.358 68.1731 66.9877 65.8002  64.609 63.4128 62.2106 61.0017 59.7859 58.5632 57.3342 56.0999 54.8617 53.6214 52.3812 51.1435 49.9109 48.6858 47.4704 46.2664 45.0744 43.8939 42.7222 41.5544 40.3825  39.194
    130 130.002 130.018 130.055 130.117 130.203 130.311 130.436 130.573 130.713 130.851 130.977 131.085 131.167 131.217 131.229 131.197 131.118 130.986 130.799 130.554  130.25 129.886 129.461 128.976  128.43 127.824 127.161 126.442 125.668 124.842 123.966 123.042 122.074 121.063 120.013 118.925 117.803 116.649 115.466 114.257 113.023 111.768 110.494 109.203 107.897  106.58 105.252 103.917 102.576 101.231 99.8836 98.5364 97.1907 95.8481 94.5099 93.1775 91.8521 90.5344 89.2254 87.9257 86.6356 85.3554  84.085 82.8244 81.5728 80.3299 79.0947 77.8661  76.643  75.424 74.2078 72.9925 71.7768  70.559 69.3375 68.1109 66.8779 65.6373 64.3883 63.1304 61.8633 60.5874 59.3033 58.0121 56.7153 55.4151 54.1137  52.814 51.5188  50.231 48.9534 47.6883 46.4372 45.2002 43.9759 42.7604 41.5465 40.3232 39.0745
    130 130.003 130.018 130.055 130.115 130.198 130.301 130.417 130.541 130.665 130.779 130.878 130.952 130.994 130.998 130.959  130.87 130.728  130.53 130.272 129.954 129.574 129.133  128.63 128.066 127.444 126.765 126.031 125.245  124.41 123.528 122.602 121.636 120.633 119.595 118.526 117.428 116.304 115.157  113.99 112.804 111.603 110.388 109.161 107.924 106.678 105.427  104.17  102.91 101.647 100.383 99.1189 97.8559 96.5947 95.3363 94.0814 92.8305 91.5843  90.343 89.1071 87.8767 86.6519 85.4325 84.2184 83.0093 81.8045 80.6035 79.4055 78.2096 77.0148   75.82  74.624 73.4255 72.2232  71.016 69.8025 68.5817 67.3526 66.1142 64.8659 63.6075 62.3387   61.06 59.7718 58.4752 57.1716 55.8627 54.5505 53.2374 51.9257  50.618 49.3165 48.0231 46.7388 45.4637 44.1962 42.9325 41.6662  40.387 39.0805
    130 130.001 130.011 130.032 130.066 130.112 130.166 130.225 130.281 130.331 130.367 130.383 130.374 130.334 130.257 130.139 129.976 129.765 129.503 129.188 128.818 128.392 127.911 127.374 126.782 126.136 125.437 124.687 123.887 123.042 122.151 121.219 120.248  119.24 118.198 117.125 116.024 114.898 113.749 112.579 111.392  110.19 108.975  107.75 106.516 105.276 104.032 102.785 101.537  100.29 99.0452 97.8038  96.567 95.3357 94.1108 92.8929 91.6827 90.4804 89.2862 88.1002 86.9222 85.7519 84.5887 83.4322 82.2814 81.1354 79.9931 78.8532 77.7145 76.5756 75.4348 74.2907 73.1417 71.9864 70.8233 69.6509 68.4682 67.2739 66.0673 64.8477 63.6149 62.3689   61.11 59.8389 58.5566 57.2647 55.9647 54.6589 53.3493 52.0383 50.7283 49.4212 48.1189 46.8221  45.531 44.2438 42.9573 41.6656 40.3595 39.0263
    130     130     130 130.001 130.001 129.999 129.992 129.979 129.957 129.922 129.872 129.804 129.713 129.597 129.452 129.276 129.064 128.815 128.526 128.193 127.816 127.393 126.921   126.4 125.829 125.208 124.536 123.815 123.044 122.225 121.359 120.447 119.492 118.496 117.461  116.39 115.285 114.149 112.987   111.8 110.591 109.365 108.125 106.872 105.612 104.345 103.076 101.807 100.541 99.2789 98.0235 96.7766 95.5395 94.3135 93.0994 91.8979 90.7092 89.5334 88.3702  87.219 86.0791 84.9493 83.8284 82.7149 81.6071 80.5033 79.4015 78.2997  77.196 76.0883 74.9746 73.8532 72.7223 71.5803 70.4258 69.2579 68.0756 66.8785 65.6664 64.4396 63.1985 61.9442 60.6779 59.4012 58.1162 56.8249 55.5297 54.2331 52.9377 51.6456  50.359 49.0793 47.8076 46.5436 45.2863 44.0327 42.7781 41.5156 40.2355 38.9248
    130 129.999 129.994 129.979 129.954 129.917 129.867 129.803 129.725 129.631 129.522 129.395 129.251 129.086 128.899 128.689 128.452 128.186  127.89 127.559 127.192 126.787  126.34 125.851 125.316 124.735 124.106 123.429 122.703 121.927 121.103 120.232 119.313  118.35 117.343 116.296  115.21 114.089 112.936 111.755 110.548 109.319 108.072 106.811 105.539 104.259 102.976 101.692  100.41 99.1329 97.8634 96.6034 95.3546 94.1184 92.8959 91.6878 90.4942 89.3152 88.1502 86.9984 85.8588 84.7299 83.6101 82.4974 81.3898 80.2852 79.1812 78.0756  76.966 75.8502 74.7262 73.5921 72.4461 71.2869 70.1134 68.9249 67.7209 66.5015 65.2672 64.0189 62.7577 61.4854 60.2039 58.9156  57.623 56.3289 55.0359 53.7469 52.4644 51.1905 49.9271 48.6751 47.4347 46.2048 44.9832 43.7658 42.5469 41.3182 40.0691 38.7864
    130 129.999  129.99  129.97 129.935 129.883 129.815 129.729 129.627 129.508 129.373 129.221 129.053 128.867 128.663 128.439 128.193 127.924 127.629 127.305 126.951 126.564 126.141 125.679 125.177 124.633 124.044  123.41 122.729 122.001 121.224 120.401  119.53 118.613 117.652 116.648 115.603 114.521 113.402 112.252 111.072 109.867 108.639 107.393 106.132  104.86  103.58 102.295 101.009  99.725 98.4451 97.1718 95.9073 94.6533  93.411 92.1815 90.9652 89.7625  88.573 87.3963 86.2314 85.0771 83.9319 82.7941 81.6616 80.5324 79.4043 78.2749 77.1421 76.0035 74.8571 73.7009 72.5332 71.3527  70.158 68.9486  67.724 66.4843   65.23  63.962 62.6817 61.3909 60.0919  58.787 57.4791 56.1711 54.8662 53.5672  52.277 50.9981 49.7323 48.4807 47.2434 46.0194 44.8059 43.5983   42.39 41.1716 39.9309 38.6525
    130 129.999 129.991 129.972 129.938 129.889 129.823  129.74  129.64 129.523  129.39  129.24 129.073 128.888 128.686 128.464 128.221 127.957 127.668 127.353 127.009 126.635 126.228 125.786 125.307 124.789  124.23 123.629 122.984 122.295 121.561 120.781 119.957 119.087 118.174 117.219 116.222 115.187 114.114 113.008  111.87 110.703  109.51 108.295 107.061 105.811 104.548 103.276 101.998 100.716 99.4342  98.154  96.878 95.6083 94.3464 93.0939 91.8516 90.6203 89.4002 88.1912  86.993 85.8048 84.6257 83.4542 82.2888 81.1278 79.9692  78.811  77.651 76.4871 75.3172 74.1394 72.9516 71.7525 70.5404 69.3145  68.074 66.8186 65.5485 64.2642 62.9669 61.6581 60.3397 59.0141 57.6841 56.3527 55.0233 53.6989  52.383 51.0783 49.7874 48.5121 47.2528 46.0091 44.7785 43.5565 42.3359 41.1063 39.8538 38.5599
