4.92827 130.165 30.0684
6.58969 130.165 30.0744
8.25035 130.164 30.1119
9.90888 130.163 30.2037
11.5634 130.158 30.3641
13.2118 130.15 30.6013
14.8518 130.137 30.9185
16.4809 130.117 31.3153
18.0971 130.089 31.7886
19.6983 130.052 32.3339
21.2827 130.004 32.9452
22.8488 129.944 33.6163
24.3954 129.872 34.3407
25.9219 129.787 35.1121
27.4279 129.687 35.9247
28.9132 129.574 36.7732
30.3781 129.445 37.6528
31.8234 129.301 38.5592
33.25 129.142 39.4891
34.6592 128.967 40.4393
36.0524 128.775 41.4074
37.4313 128.567 42.3911
38.7979 128.343 43.3887
40.1542 128.101 44.3984
41.5022 127.841 45.4185
42.8441 127.563 46.4475
44.1822 127.266 47.4836
45.5185 126.949 48.5249
46.8552 126.612 49.5692
48.1943 126.253 50.6141
49.5378 125.872 51.6566
50.8872 125.468 52.6936
52.2444 125.04 53.7216
53.6104 124.585 54.7365
54.9867 124.104 55.7342
56.374 123.595 56.71
57.7731 123.057 57.659
59.1845 122.488 58.5761
60.6082 121.888 59.456
62.0443 121.255 60.2932
63.4924 120.589 61.0824
64.9519 119.888 61.818
66.4221 119.152 62.4949
67.9018 118.38 63.1078
69.3899 117.571 63.652
70.8847 116.726 64.1229
72.3848 115.843 64.5165
73.8882 114.922 64.829
75.3931 113.965 65.0574
76.8972 112.97 65.1991
78.3984 111.939 65.2521
79.8943 110.872 65.2151
81.3828 109.77 65.0876
82.8613 108.634 64.8694
84.3275 107.464 64.5614
85.779 106.263 64.1646
87.2135 105.031 63.6813
88.6286 103.77 63.1137
90.0222 102.482 62.4652
91.3922 101.167 61.7392
92.7366 99.8291 60.9397
94.0534 98.4684 60.0712
95.341 97.0871 59.1384
96.5978 95.6868 58.1463
97.8224 94.2694 57.0998
99.0134 92.8363 56.0041
100.17 91.3893 54.8645
101.291 89.9296 53.6859
102.376 88.4587 52.4732
103.424 86.9777 51.231
104.435 85.4877 49.9638
105.408 83.9895 48.6754
106.345 82.4838 47.3695
107.243 80.9712 46.0492
108.105 79.4519 44.7172
108.929 77.9262 43.3757
109.717 76.394 42.0266
110.468 74.8551 40.671
111.183 73.3092 39.31
111.864 71.7558 37.9441
112.509 70.1943 36.5734
113.119 68.6242 35.198
113.696 67.0447 33.8178
114.239 65.4551 32.4326
114.749 63.8548 31.0421
115.225 62.2431 29.6463
115.668 60.6197 28.2453
116.078 58.984 26.8397
116.454 57.3362 25.4302
116.797 55.6761 24.018
117.106 54.0044 22.6048
117.38 52.3216 21.1925
117.619 50.6289 19.7836
117.823 48.9277 18.3804
117.991 47.2199 16.9854
118.123 45.5076 15.6006
118.218 43.7933 14.2273
118.277 42.08 12.8653
118.299 40.3708 11.5125
118.285 38.6689 10.1638
