0 0
1 0.011829
2 0.06436
3 0.11288
4 0.14845
5 0.17448
6 0.19319
7 0.20527
8 0.21078
9 0.20977
10 0.20261
11 0.19021
12 0.17352
13 0.15398
14 0.13282
15 0.1112
16 0.089954
17 0.06986
18 0.051267
19 0.034527
20 0.019718
21 0.0068837
22 -0.0040232
23 -0.013217
24 -0.020783
25 -0.026923
26 -0.031785
27 -0.035633
28 -0.038491
29 -0.0406
30 -0.041994
31 -0.04281
32 -0.043065
33 -0.042796
34 -0.042052
35 -0.040839
36 -0.039157
37 -0.037031
38 -0.034558
39 -0.031753
40 -0.028756
41 -0.025669
42 -0.022656
43 -0.019866
44 -0.01744
45 -0.015524
46 -0.014185
47 -0.013525
48 -0.013416
49 -0.014016
50 -0.01509
51 -0.016587
52 -0.018348
53 -0.020216
54 -0.022141
55 -0.023787
56 -0.025236
57 -0.026276
58 -0.026838
59 -0.026879
60 -0.026437
61 -0.025459
62 -0.023993
63 -0.022106
64 -0.01993
65 -0.017473
66 -0.014921
67 -0.012354
68 -0.0098385
69 -0.0076228
70 -0.0056386
71 -0.004071
72 -0.0029449
73 -0.0023631
74 -0.0022002
75 -0.0025967
76 -0.0034398
77 -0.0046369
78 -0.0061497
79 -0.0078153
80 -0.0096042
81 -0.01129
82 -0.012788
83 -0.014035
84 -0.014879
85 -0.01523
86 -0.015032
87 -0.014213
88 -0.012771
89 -0.010623
90 -0.0078888
91 -0.0045476
92 -0.00080789
93 0.003104
94 0.0068156
95 0.0097781
96 0.011253
97 0.010262
98 0.0056756
99 -0.0035304
