0 -0.00051314
1 -0.0744
2 -0.19323
3 -0.27258
4 -0.32051
5 -0.34387
6 -0.3487
7 -0.34032
8 -0.3232
9 -0.30092
10 -0.27619
11 -0.2509
12 -0.22632
13 -0.20317
14 -0.18184
15 -0.16244
16 -0.14489
17 -0.12902
18 -0.11459
19 -0.1013
20 -0.088853
21 -0.076959
22 -0.065335
23 -0.05373
24 -0.041928
25 -0.029744
26 -0.01704
27 -0.0037139
28 0.01031
29 0.02507
30 0.040587
31 0.056862
32 0.07388
33 0.09161
34 0.11001
35 0.12903
36 0.1486
37 0.1686
38 0.18892
39 0.20939
40 0.2298
41 0.24988
42 0.26933
43 0.2878
44 0.30486
45 0.32012
46 0.33314
47 0.34353
48 0.35099
49 0.35525
50 0.35622
51 0.3539
52 0.34843
53 0.34007
54 0.32918
55 0.31614
56 0.30142
57 0.28543
58 0.26861
59 0.2513
60 0.23383
61 0.21648
62 0.19945
63 0.18291
64 0.16698
65 0.15176
66 0.13732
67 0.12369
68 0.11091
69 0.098998
70 0.087968
71 0.077829
72 0.068577
73 0.060206
74 0.052702
75 0.046045
76 0.040195
77 0.035102
78 0.030698
79 0.026893
80 0.023581
81 0.02064
82 0.017931
83 0.015315
84 0.012641
85 0.009777
86 0.0066003
87 0.0030259
88 -0.00099315
89 -0.0054531
90 -0.010272
91 -0.015285
92 -0.020199
93 -0.024581
94 -0.027794
95 -0.028952
96 -0.026853
97 -0.0199
98 -0.0060717
99 0.017095
